V1,V2,V3
0.019253924729246356,-0.012911359901766478,1.479065325778464
-0.008500595293884597,-0.08072242409227835,0.6250171788106482
0.14792491594220128,-0.02010498837348773,-0.2290309681571676
0.10563522555113716,0.0405124473453029,-0.07282290491673124
-0.046994993173686835,0.004040116543472132,0.08338515832370512
0.015904058324568492,-0.032432214258358634,0.02863059850668944
-0.033229666971627464,-0.07317447888498849,-0.02612396131032624
0.02257815589654751,-0.11391674351161833,-0.22679408111431304
-0.010133981671296192,0.08592873465440899,-0.42746420091829984
0.0005037350628234166,0.2857742128204363,0.007723992610897568
-0.00021884221427205248,-0.4174372192875759,0.442912186140095
-0.023734223773278416,-1.120648651395588,-0.1428128190793504
0.044713022388509334,-0.2985123134817873,-0.7285378242987957
-0.029099781765560318,0.5236240244320134,-0.0825117562068356
0.19672579841646687,0.08688416926568887,0.5635143118851245
-0.08213243588914257,-0.3498556859006357,0.036573503716413214
0.0579464897082056,-0.040225687277985034,-0.4903673044522981
-0.15738896610926553,0.26940431134466564,-0.1245532491835748
0.07145092139588025,0.04906640472110016,0.2412608060851485
0.008397446804510829,-0.17127150190246532,0.2479432315401913
-0.09052966246469417,-0.042393777946969136,0.2546256569952341
0.03893207895727517,0.08648394600852705,0.13651332270181454
-0.017550577587677012,0.026535308883052097,0.01840098840839499
-0.2509812038266096,-0.03341332824242285,-0.005590771546402515
0.11629500297574165,-0.15763471573145965,-0.029582531501200025
0.008147933947644383,-0.2818561032204965,-0.37496896100322896
-0.06717207132453858,-0.3639587055982616,-0.7203553905052579
0.03459474526618315,-0.44606130797602667,-0.4221488960422995
-0.2415851095861687,-0.10989133853054556,-0.1239424015793411
0.1089222786298577,0.22627863091493555,0.006491859896470539
-0.4709448282007069,0.0656168264423719,0.1369261213722822
0.3533708383966388,-0.09504497803019174,0.05372953203874721
-0.15249422741236232,-0.1204241409429091,-0.02946705729478776
0.06875648057861958,-0.14580330385562645,0.24337953490346248
-0.0775791072934946,-0.649677978937618,0.5162261271017128
0.24164062945180076,-1.1535526540196095,-0.09584761826230626
0.6522148095157007,-0.32391434403801944,-0.7079213636263253
-0.9354697838891948,0.5057239659435706,-0.18936838448704907
0.6106914638148538,0.1251808414288752,0.3291845946522272
0.15585080925158795,-0.2553622830858202,0.3291845946522272
